Namespace(activation='maxmin', batch_size=500, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=400, eval_num=100, init_channels=32, lln=False, loss='l1', loss_scale='1.0', lr_drop=200, lr_max=0.2, lr_min=0.0001, momentum=0.9, n=15000, opt_level='O2', out_dir='ISO_cifar10_l1_4_soc_32_maxmin', seed=0, weight_decay=0.0005, workers=4)
Epoch 	 Seconds 	 LR 	 Train Loss
0 	 16.8 	 0.2000 	 -0.2480
1 	 15.1 	 0.2000 	 -0.5370
2 	 15.1 	 0.2000 	 -0.0187
3 	 15.8 	 0.2000 	 0.0021
4 	 15.1 	 0.2000 	 -0.0254
5 	 15.1 	 0.2000 	 -0.0630
6 	 15.9 	 0.2000 	 -0.0693
7 	 15.1 	 0.2000 	 -0.0880
8 	 15.1 	 0.2000 	 -0.1048
9 	 15.1 	 0.2000 	 -0.1373
10 	 15.9 	 0.2000 	 -0.1806
11 	 15.1 	 0.2000 	 -0.1905
12 	 15.1 	 0.2000 	 -0.2068
13 	 15.9 	 0.2000 	 -0.2326
14 	 15.1 	 0.2000 	 -0.2261
15 	 15.1 	 0.2000 	 -0.2065
16 	 15.9 	 0.2000 	 -0.2271
17 	 15.1 	 0.2000 	 -0.2456
18 	 15.1 	 0.2000 	 -0.2567
19 	 15.1 	 0.2000 	 -0.2343
20 	 15.9 	 0.2000 	 -0.2608
21 	 15.1 	 0.2000 	 -0.2452
22 	 15.1 	 0.2000 	 -0.2538
23 	 15.8 	 0.2000 	 -0.2573
24 	 15.1 	 0.2000 	 -0.1926
25 	 15.1 	 0.2000 	 -0.2728
26 	 16.0 	 0.2000 	 -0.2643
27 	 15.3 	 0.2000 	 -0.2831
28 	 15.0 	 0.2000 	 -0.3254
29 	 15.0 	 0.2000 	 -0.2955
30 	 15.9 	 0.2000 	 -0.2793
31 	 15.1 	 0.2000 	 -0.2730
32 	 15.1 	 0.1200 	 -0.2172
33 	 15.9 	 0.1200 	 -0.2560
34 	 15.1 	 0.1200 	 -0.3117
35 	 15.1 	 0.1200 	 -0.3545
36 	 15.9 	 0.1200 	 -0.3220
37 	 15.1 	 0.1200 	 -0.3362
38 	 15.2 	 0.1200 	 -0.3185
39 	 15.1 	 0.1200 	 -0.3317
40 	 15.9 	 0.1200 	 -0.2490
41 	 15.0 	 0.1200 	 -0.2914
42 	 15.1 	 0.1200 	 -0.2964
43 	 15.9 	 0.1200 	 -0.2904
44 	 15.1 	 0.1200 	 -0.2838
45 	 15.1 	 0.1200 	 -0.3034
46 	 15.9 	 0.1200 	 -0.2386
47 	 15.1 	 0.1200 	 -0.3018
48 	 15.1 	 0.1200 	 -0.3219
49 	 15.1 	 0.1200 	 -0.3079
50 	 15.9 	 0.1200 	 -0.3000
51 	 15.1 	 0.1200 	 -0.2981
52 	 15.1 	 0.1200 	 -0.3089
53 	 15.8 	 0.1200 	 -0.2277
54 	 15.1 	 0.1200 	 -0.2561
55 	 15.1 	 0.1200 	 -0.1925
56 	 15.9 	 0.1200 	 -0.2185
57 	 15.1 	 0.1200 	 -0.2254
58 	 15.1 	 0.1200 	 -0.2211
59 	 15.1 	 0.1200 	 -0.2546
60 	 15.9 	 0.1200 	 -0.2482
61 	 15.1 	 0.1200 	 -0.2267
62 	 15.1 	 0.1200 	 -0.2632
63 	 15.9 	 0.0720 	 -0.2798
64 	 15.1 	 0.0720 	 -0.3171
65 	 15.1 	 0.0720 	 -0.3088
66 	 15.9 	 0.0720 	 -0.3429
67 	 15.1 	 0.0720 	 -0.3502
68 	 15.2 	 0.0720 	 -0.3439
69 	 15.1 	 0.0720 	 -0.3598
70 	 15.9 	 0.0720 	 -0.2912
71 	 15.0 	 0.0720 	 -0.3289
72 	 15.1 	 0.0720 	 -0.3460
73 	 15.9 	 0.0720 	 -0.3474
74 	 15.1 	 0.0720 	 -0.3253
75 	 15.0 	 0.0720 	 -0.3433
76 	 15.9 	 0.0720 	 -0.3403
77 	 15.1 	 0.0720 	 -0.3499
78 	 15.1 	 0.0720 	 -0.3405
79 	 15.1 	 0.0720 	 -0.3378
80 	 15.8 	 0.0720 	 -0.3844
81 	 15.1 	 0.0720 	 -0.3340
82 	 15.1 	 0.0720 	 -0.2363
83 	 15.9 	 0.0720 	 -0.2729
84 	 15.1 	 0.0720 	 -0.3437
85 	 15.1 	 0.0720 	 -0.3080
86 	 15.9 	 0.0720 	 -0.2986
87 	 15.1 	 0.0720 	 -0.3207
88 	 15.1 	 0.0720 	 -0.3461
89 	 15.1 	 0.0720 	 -0.3478
90 	 15.9 	 0.0720 	 -0.3322
91 	 15.1 	 0.0720 	 -0.3048
92 	 15.1 	 0.0720 	 -0.3485
93 	 15.9 	 0.0720 	 -0.3345
94 	 15.1 	 0.0432 	 -0.3393
95 	 15.0 	 0.0432 	 -0.3675
96 	 15.9 	 0.0432 	 -0.3769
97 	 15.1 	 0.0432 	 -0.3899
98 	 15.1 	 0.0432 	 -0.3866
99 	 15.1 	 0.0432 	 -0.3851
100 	 15.9 	 0.0432 	 -0.3912
101 	 15.0 	 0.0432 	 -0.4025
102 	 15.1 	 0.0432 	 -0.4039
103 	 15.8 	 0.0432 	 -0.4098
104 	 15.1 	 0.0432 	 -0.3842
105 	 15.1 	 0.0432 	 -0.4194
106 	 15.9 	 0.0432 	 -0.3966
107 	 15.1 	 0.0432 	 -0.4260
108 	 15.0 	 0.0432 	 -0.4215
109 	 15.1 	 0.0432 	 -0.3895
110 	 15.9 	 0.0432 	 -0.4488
111 	 15.1 	 0.0432 	 -0.4104
112 	 15.1 	 0.0432 	 -0.4187
113 	 15.9 	 0.0432 	 -0.4439
114 	 15.1 	 0.0432 	 -0.4635
115 	 15.1 	 0.0432 	 -0.4200
116 	 15.9 	 0.0432 	 -0.4522
117 	 15.1 	 0.0432 	 -0.4830
118 	 15.1 	 0.0432 	 -0.4865
119 	 15.0 	 0.0432 	 -0.4524
120 	 15.9 	 0.0432 	 -0.4495
121 	 15.1 	 0.0432 	 -0.5023
122 	 15.1 	 0.0432 	 -0.5471
123 	 15.9 	 0.0432 	 -0.5255
124 	 15.1 	 0.0432 	 -0.5175
125 	 15.1 	 0.0432 	 -0.5530
126 	 15.9 	 0.0432 	 -0.5296
127 	 15.1 	 0.0432 	 -0.5215
128 	 15.0 	 0.0432 	 -0.6191
129 	 15.1 	 0.0432 	 -0.5955
130 	 15.9 	 0.0432 	 -0.5536
131 	 15.1 	 0.0432 	 -0.6738
132 	 15.1 	 0.0432 	 -0.6680
133 	 15.9 	 0.0432 	 -0.6616
134 	 15.1 	 0.0432 	 -0.6834
135 	 15.1 	 0.0432 	 -0.7900
136 	 15.9 	 0.0432 	 -0.7065
137 	 15.1 	 0.0432 	 -0.7706
138 	 15.1 	 0.0432 	 -0.8363
139 	 15.1 	 0.0432 	 -0.7399
140 	 15.9 	 0.0432 	 -0.7753
141 	 15.1 	 0.0432 	 -0.8608
142 	 15.1 	 0.0432 	 -0.8911
143 	 15.9 	 0.0432 	 -0.9158
144 	 15.0 	 0.0432 	 -0.9118
145 	 15.1 	 0.0432 	 -0.9789
146 	 15.9 	 0.0432 	 -1.0425
147 	 15.1 	 0.0432 	 -1.1093
148 	 15.1 	 0.0432 	 -1.0832
149 	 15.1 	 0.0432 	 -1.0907
150 	 15.9 	 0.0432 	 -1.0822
151 	 15.1 	 0.0432 	 -1.2682
152 	 15.1 	 0.0432 	 -1.2157
153 	 15.9 	 0.0432 	 -1.3016
154 	 15.1 	 0.0432 	 -1.2614
155 	 15.1 	 0.0432 	 -1.3702
156 	 15.8 	 0.0432 	 -1.4193
157 	 15.0 	 0.0432 	 -1.4529
158 	 15.1 	 0.0432 	 -1.4810
159 	 15.1 	 0.0432 	 -1.4672
160 	 15.9 	 0.0432 	 -1.5557
161 	 15.1 	 0.0432 	 -1.5798
162 	 15.1 	 0.0432 	 -1.6311
163 	 15.9 	 0.0432 	 -1.6818
164 	 15.1 	 0.0432 	 -1.7294
165 	 15.1 	 0.0432 	 -1.7125
166 	 15.9 	 0.0432 	 -1.7328
167 	 15.2 	 0.0432 	 -1.8707
168 	 15.1 	 0.0432 	 -1.8327
169 	 15.1 	 0.0432 	 -1.9427
170 	 15.9 	 0.0432 	 -1.9500
171 	 15.0 	 0.0432 	 -1.9598
172 	 15.1 	 0.0432 	 -1.9522
173 	 15.9 	 0.0432 	 -2.0963
174 	 15.1 	 0.0432 	 -2.1569
175 	 15.1 	 0.0432 	 -2.1647
176 	 15.9 	 0.0432 	 -2.1244
177 	 15.1 	 0.0432 	 -2.2073
178 	 15.1 	 0.0432 	 -2.2528
179 	 15.1 	 0.0432 	 -2.3111
180 	 15.9 	 0.0432 	 -2.3603
181 	 15.1 	 0.0432 	 -2.3768
182 	 15.1 	 0.0432 	 -2.3941
183 	 15.8 	 0.0432 	 -2.4541
184 	 15.1 	 0.0432 	 -2.4316
185 	 15.1 	 0.0432 	 -2.5977
186 	 15.9 	 0.0432 	 -2.6602
187 	 15.1 	 0.0432 	 -2.6551
188 	 15.1 	 0.0432 	 -2.7330
189 	 15.0 	 0.0432 	 -2.7984
190 	 15.9 	 0.0432 	 -2.7515
191 	 15.1 	 0.0432 	 -2.7743
192 	 15.0 	 0.0432 	 -2.8698
193 	 15.8 	 0.0432 	 -2.9008
194 	 15.2 	 0.0432 	 -2.9696
195 	 15.1 	 0.0432 	 -3.0311
196 	 15.9 	 0.0432 	 -3.0561
197 	 15.1 	 0.0432 	 -3.0384
