Namespace(activation='maxmin', batch_size=128, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=4000, opt_level='O2', out_dir='LipConvnet_cifar10_n=4000_4_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
0 	 17.0 	 0.1000 	 -0.2805 	 -0.7263
1 	 13.5 	 0.1000 	 -0.7111 	 -0.6670
2 	 13.5 	 0.1000 	 -0.5755 	 -0.5842
3 	 15.4 	 0.1000 	 -0.5092 	 -0.9082
4 	 13.5 	 0.1000 	 -0.8511 	 -0.8036
5 	 13.5 	 0.1000 	 -0.7039 	 -0.7139
6 	 14.3 	 0.1000 	 -0.5682 	 -0.6988
7 	 15.0 	 0.1000 	 -0.7931 	 -0.9346
8 	 13.4 	 0.1000 	 -0.8058 	 -0.7886
9 	 14.3 	 0.1000 	 -0.7940 	 -0.6211
10 	 13.4 	 0.1000 	 -0.7155 	 -0.7551
11 	 13.5 	 0.1000 	 -0.6027 	 -0.7195
12 	 14.2 	 0.1000 	 -0.6689 	 -0.8261
13 	 13.5 	 0.1000 	 -0.7571 	 -0.7307
14 	 13.4 	 0.1000 	 -0.7180 	 -0.7662
15 	 14.2 	 0.1000 	 -0.6475 	 -0.7196
16 	 13.5 	 0.1000 	 -0.7916 	 -0.7594
17 	 13.5 	 0.1000 	 -0.8050 	 -0.8416
18 	 14.3 	 0.1000 	 -0.7335 	 -0.6851
19 	 13.4 	 0.1000 	 -0.6802 	 -0.5038
20 	 13.4 	 0.1000 	 -0.7635 	 -0.6884
21 	 14.2 	 0.1000 	 -0.7292 	 -0.8328
22 	 13.4 	 0.1000 	 -0.6766 	 -0.7626
23 	 13.5 	 0.1000 	 -0.5562 	 -0.6124
24 	 13.4 	 0.1000 	 -0.6041 	 -0.6237
25 	 14.2 	 0.1000 	 -0.5261 	 -0.6961
26 	 13.4 	 0.1000 	 -0.6869 	 -0.7982
27 	 13.4 	 0.1000 	 -0.8662 	 -0.8464
28 	 14.2 	 0.1000 	 -0.8321 	 -0.6957
29 	 13.4 	 0.1000 	 -0.7465 	 -0.6279
30 	 13.4 	 0.1000 	 -0.7025 	 -0.7744
31 	 14.3 	 0.1000 	 -0.6904 	 -0.7729
32 	 13.4 	 0.1000 	 -0.8000 	 -0.6011
33 	 13.5 	 0.1000 	 -0.7191 	 -0.7958
34 	 14.2 	 0.1000 	 -0.6375 	 -0.5613
35 	 13.5 	 0.1000 	 -0.6575 	 -0.5348
36 	 13.4 	 0.1000 	 -0.6613 	 -0.8963
37 	 14.3 	 0.1000 	 -0.5707 	 -0.5393
38 	 13.5 	 0.1000 	 -0.6969 	 -0.6779
39 	 13.5 	 0.1000 	 -0.7714 	 -0.5996
40 	 14.3 	 0.1000 	 -0.7085 	 -0.6588
41 	 13.5 	 0.1000 	 -0.8614 	 -0.6445
42 	 13.5 	 0.1000 	 -0.6771 	 -0.6706
43 	 14.2 	 0.1000 	 -0.7404 	 -0.6085
44 	 14.6 	 0.1000 	 -0.7442 	 -0.9735
45 	 13.5 	 0.1000 	 -0.8548 	 -0.9149
46 	 14.2 	 0.1000 	 -0.6756 	 -0.7563
47 	 13.5 	 0.1000 	 -0.7509 	 -0.7864
48 	 13.5 	 0.1000 	 -0.7199 	 -0.7996
49 	 13.5 	 0.1000 	 -0.7001 	 -0.9495
50 	 14.2 	 0.1000 	 -0.7382 	 -0.8014
51 	 13.4 	 0.1000 	 -0.8733 	 -0.8422
52 	 13.4 	 0.1000 	 -0.6648 	 -0.6218
53 	 14.2 	 0.1000 	 -0.6187 	 -0.7094
54 	 13.5 	 0.1000 	 -0.7103 	 -0.7769
55 	 13.4 	 0.1000 	 -0.6369 	 -0.9102
56 	 14.3 	 0.1000 	 -0.7923 	 -0.6204
57 	 13.4 	 0.1000 	 -0.6299 	 -0.6158
58 	 13.4 	 0.1000 	 -0.7375 	 -0.9453
59 	 14.3 	 0.1000 	 -0.9067 	 -0.5611
60 	 13.5 	 0.1000 	 -0.7494 	 -0.8845
61 	 13.5 	 0.1000 	 -0.5242 	 -0.8431
62 	 14.2 	 0.1000 	 -0.6378 	 -0.7725
63 	 13.5 	 0.1000 	 -0.7137 	 -0.6239
64 	 13.5 	 0.1000 	 -0.8335 	 -0.6378
65 	 14.2 	 0.1000 	 -0.7827 	 -0.6941
66 	 13.5 	 0.1000 	 -0.6240 	 -0.5797
67 	 13.5 	 0.1000 	 -0.6982 	 -0.6448
68 	 14.2 	 0.1000 	 -0.9296 	 -0.6767
69 	 13.5 	 0.1000 	 -0.7452 	 -0.7708
70 	 13.5 	 0.1000 	 -0.9441 	 -0.8518
71 	 14.2 	 0.1000 	 -0.8184 	 -0.8926
72 	 13.4 	 0.1000 	 -0.5910 	 -0.7084
73 	 13.5 	 0.1000 	 -0.8866 	 -0.6408
74 	 13.4 	 0.1000 	 -0.8156 	 -0.7298
75 	 14.2 	 0.1000 	 -0.8053 	 -0.9401
76 	 13.4 	 0.1000 	 -0.8632 	 -0.7649
77 	 13.5 	 0.1000 	 -0.8428 	 -0.8438
78 	 14.2 	 0.1000 	 -0.7214 	 -0.7572
79 	 13.5 	 0.1000 	 -0.7157 	 -0.8158
80 	 13.5 	 0.1000 	 -0.8712 	 -0.7469
81 	 14.2 	 0.1000 	 -0.6946 	 -0.8358
82 	 13.5 	 0.1000 	 -0.7699 	 -0.8092
83 	 13.5 	 0.1000 	 -0.8194 	 -0.6641
84 	 14.2 	 0.1000 	 -0.6272 	 -0.6029
85 	 13.5 	 0.1000 	 -0.6291 	 -0.7098
86 	 13.4 	 0.1000 	 -0.6488 	 -0.7419
87 	 14.2 	 0.1000 	 -0.7612 	 -0.5704
88 	 13.5 	 0.1000 	 -0.6322 	 -0.8961
89 	 13.5 	 0.1000 	 -0.7676 	 -0.6736
90 	 14.3 	 0.1000 	 -0.9257 	 -0.6572
91 	 13.5 	 0.1000 	 -0.6298 	 -0.6911
92 	 13.4 	 0.1000 	 -0.7948 	 -0.8950
93 	 14.2 	 0.1000 	 -0.8991 	 -0.6862
94 	 13.4 	 0.1000 	 -0.7758 	 -0.8550
95 	 13.5 	 0.1000 	 -0.8747 	 -0.6969
96 	 14.2 	 0.1000 	 -0.7113 	 -0.6113
97 	 13.4 	 0.1000 	 -0.8073 	 -0.6866
98 	 14.2 	 0.1000 	 -0.9599 	 -1.0375
99 	 13.5 	 0.0100 	 -0.6981 	 -0.7020
100 	 15.0 	 0.0100 	 -0.7524 	 -1.0992
101 	 13.5 	 0.0100 	 -0.9785 	 -0.7930
102 	 13.4 	 0.0100 	 -0.6895 	 -0.8626
103 	 14.3 	 0.0100 	 -0.9265 	 -0.7906
104 	 13.4 	 0.0100 	 -0.9055 	 -0.8447
105 	 13.4 	 0.0100 	 -0.7672 	 -0.8914
106 	 14.2 	 0.0100 	 -0.8664 	 -0.8550
107 	 13.5 	 0.0100 	 -0.8497 	 -0.6784
108 	 13.4 	 0.0100 	 -0.9816 	 -0.7827
109 	 14.3 	 0.0100 	 -0.8501 	 -1.0819
110 	 13.4 	 0.0100 	 -0.8528 	 -0.8134
111 	 13.4 	 0.0100 	 -0.8802 	 -0.9716
112 	 14.2 	 0.0100 	 -0.9985 	 -0.8948
113 	 13.5 	 0.0100 	 -0.8524 	 -0.7908
114 	 13.4 	 0.0100 	 -1.0227 	 -0.9669
115 	 14.2 	 0.0100 	 -0.8650 	 -1.0380
116 	 13.4 	 0.0100 	 -0.7364 	 -0.7825
117 	 13.4 	 0.0100 	 -0.8333 	 -0.5567
118 	 14.2 	 0.0100 	 -0.7821 	 -0.8429
119 	 13.4 	 0.0100 	 -0.7537 	 -0.7501
120 	 13.5 	 0.0100 	 -0.7247 	 -0.8930
121 	 14.3 	 0.0100 	 -0.9105 	 -0.7972
122 	 13.4 	 0.0100 	 -0.9383 	 -0.6649
